"Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","LogSalePrice","QualityGroup","SizeGroup","Cluster","Age","Qual_LivArea","SalePriceCat"
68,20,"RL",72,10665,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",167,"Gd","TA","PConc","Gd","TA","Av","GLQ",1013,"Unf",0,440,1453,"GasA","Ex","Y","SBrkr",1479,0,0,1479,1,0,2,0,3,1,"Gd",7,"Typ",0,"None","Attchd",2003,"RFn",2,558,"TA","TA","Y",144,29,0,0,0,0,0,6,2007,"WD","Normal",226000,12.3282902782544,"Media","Mediana",2,4,10353,"cara"
69,30,"RM",47,4608,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Artery","Norm","1Fam","1Story",4,6,1945,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Unf",0,"Unf",0,747,747,"GasA","TA","Y","SBrkr",747,0,0,747,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Attchd",1945,"Unf",1,220,"TA","TA","Y",0,0,0,0,0,0,0,6,2010,"WD","Normal",80000,11.289781913656,"Baja","Pequeña",3,65,2988,"barata"
71,20,"RL",95,13651,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Gable","CompShg","Plywood","Plywood","BrkFace",1115,"TA","Gd","CBlock","Gd","TA","Gd","ALQ",1880,"Unf",0,343,2223,"GasA","Ex","Y","SBrkr",2223,0,0,2223,1,0,2,0,3,1,"TA",8,"Typ",2,"Gd","Attchd",1973,"Fin",2,516,"TA","TA","Y",300,0,0,0,0,0,0,2,2007,"WD","Normal",244000,12.4049235042753,"Media","Grande",1,34,15561,"cara"
73,60,"RL",74,10141,"Pave","IR1","Lvl","AllPub","Corner","Gtl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",40,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,832,832,"GasA","Gd","Y","SBrkr",885,833,0,1718,0,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1998,"Fin",2,427,"TA","TA","Y",0,94,0,0,291,0,0,12,2009,"WD","Normal",185000,12.1281111040605,"Media","Mediana",2,11,12026,"media"
74,20,"RL",85,10200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2003,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",104,"TA","TA","CBlock","TA","TA","No","ALQ",320,"BLQ",362,404,1086,"GasA","Gd","Y","SBrkr",1086,0,0,1086,1,0,1,0,3,1,"TA",6,"Typ",0,"None","Attchd",1989,"Unf",2,490,"TA","TA","Y",0,0,0,0,0,0,0,5,2010,"WD","Normal",144900,11.8837991283088,"Media","Mediana",2,56,5430,"media"
75,50,"RM",60,5790,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","1Fam","2Story",3,6,1915,1950,"Gambrel","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",0,840,840,"GasA","Gd","N","SBrkr",840,765,0,1605,0,0,2,0,3,2,"TA",8,"Typ",0,"None","Detchd",1915,"Unf",1,379,"TA","TA","Y",0,0,202,0,0,0,0,5,2010,"WD","Normal",107400,11.5843154610569,"Baja","Mediana",3,95,4815,"barata"
77,20,"RL",69,8475,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,7,1956,1956,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",228,"Unf",0,724,952,"GasA","Ex","Y","FuseA",952,0,0,952,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1956,"Unf",1,283,"TA","TA","Y",0,0,0,0,0,0,0,4,2008,"WD","Normal",135750,11.8185702377962,"Baja","Pequeña",3,52,3808,"barata"
78,50,"RM",50,8635,"Pave","Reg","Lvl","AllPub","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,5,1948,2001,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",336,"GLQ",41,295,672,"GasA","TA","Y","SBrkr",1072,213,0,1285,1,0,1,0,2,1,"TA",6,"Min1",0,"None","Detchd",1948,"Unf",1,240,"TA","TA","Y",0,0,0,0,0,0,0,1,2008,"WD","Normal",127000,11.7519423654407,"Media","Mediana",3,60,6425,"barata"
79,90,"RL",72,10778,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","Duplex","1Story",4,5,1968,1968,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1768,1768,"GasA","TA","N","SBrkr",1768,0,0,1768,0,0,2,0,4,2,"TA",8,"Typ",0,"None","None",NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,0,4,2010,"WD","Normal",136500,11.8240798936072,"Baja","Mediana",3,42,7072,"barata"
83,20,"RL",78,10206,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",8,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","Stone",468,"TA","TA","PConc","Gd","TA","No","GLQ",33,"Unf",0,1530,1563,"GasA","Ex","Y","SBrkr",1563,0,0,1563,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"RFn",3,758,"TA","TA","Y",144,99,0,0,0,0,0,10,2008,"WD","Normal",245000,12.4090134895269,"Alta","Mediana",1,1,12504,"cara"
84,20,"RL",80,8892,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1960,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",66,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1065,1065,"GasA","Gd","Y","SBrkr",1065,0,0,1065,0,0,1,1,3,1,"TA",6,"Typ",0,"None","Detchd",1974,"Unf",2,461,"TA","TA","Y",74,0,0,0,0,0,0,7,2007,"COD","Normal",126500,11.7479975871497,"Media","Mediana",2,47,5325,"barata"
87,60,"RL",122,11911,"Pave","IR2","Lvl","AllPub","Inside","Gtl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,684,684,"GasA","Ex","Y","SBrkr",684,876,0,1560,0,0,2,1,3,1,"Gd",6,"Typ",1,"Gd","BuiltIn",2005,"Fin",2,400,"TA","TA","Y",100,38,0,0,0,0,0,3,2009,"WD","Normal",174000,12.0668105781967,"Media","Mediana",2,4,9360,"media"
88,160,"FV",40,3951,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Somerst","Norm","Norm","TwnhsE","2Story",6,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,612,612,"GasA","Ex","Y","SBrkr",612,612,0,1224,0,0,2,1,2,1,"Gd",4,"Typ",0,"None","Detchd",2009,"RFn",2,528,"TA","TA","Y",0,234,0,0,0,0,0,6,2009,"New","Partial",164500,12.0106658491876,"Media","Mediana",2,0,7344,"media"
90,20,"RL",60,8070,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",4,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","GLQ",588,"Unf",0,402,990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,"None","None",NA,NA,0,0,NA,NA,"Y",0,0,0,0,0,0,0,8,2007,"WD","Normal",123600,11.7248058240057,"Baja","Pequeña",3,13,3960,"barata"
91,20,"RL",60,7200,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",4,5,1950,1950,"Gable","CompShg","BrkFace","Wd Sdng","None",0,"TA","TA","Slab","None","None",NA,NA,0,NA,0,0,0,"GasA","TA","Y","FuseA",1040,0,0,1040,0,0,1,0,2,1,"TA",4,"Typ",0,"None","Detchd",1950,"Unf",2,420,"TA","TA","Y",0,29,0,0,0,0,0,7,2006,"WD","Normal",109900,11.6073261403917,"Baja","Mediana",3,56,4160,"barata"
93,30,"RL",80,13360,"Pave","IR1","HLS","AllPub","Inside","Gtl","Crawfor","Norm","Norm","1Fam","1Story",5,7,1921,2006,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","Gd","BrkTil","Gd","TA","No","ALQ",713,"Unf",0,163,876,"GasA","Ex","Y","SBrkr",964,0,0,964,1,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1921,"Unf",2,432,"TA","TA","Y",0,0,44,0,0,0,0,8,2009,"WD","Normal",163500,12.0045682693194,"Media","Pequeña",3,88,4820,"media"
94,190,"C (all)",60,7200,"Pave","Reg","Lvl","AllPub","Corner","Gtl","OldTown","Norm","Norm","2fmCon","2.5Unf",6,6,1910,1998,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","BrkTil","TA","Fa","Mn","Rec",1046,"Unf",0,168,1214,"GasW","Ex","N","SBrkr",1260,1031,0,2291,0,1,2,0,4,2,"TA",9,"Typ",1,"Gd","Detchd",1900,"Unf",2,506,"TA","TA","Y",0,0,0,0,99,0,0,11,2007,"WD","Normal",133900,11.8048485316793,"Media","Grande",2,97,13746,"barata"
95,60,"RL",69,9337,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1997,1997,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","Gd","TA","No","GLQ",648,"Unf",0,176,824,"GasA","Ex","Y","SBrkr",905,881,0,1786,1,0,2,1,3,1,"Gd",7,"Typ",0,"None","Attchd",1997,"RFn",2,684,"TA","TA","Y",0,162,0,0,0,0,0,5,2007,"WD","Normal",204750,12.2295450017153,"Media","Mediana",2,10,10716,"cara"
97,20,"RL",78,10264,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,1999,1999,"Gable","CompShg","VinylSd","VinylSd","BrkFace",183,"Gd","TA","PConc","Gd","TA","Av","ALQ",1162,"Unf",0,426,1588,"GasA","Ex","Y","SBrkr",1588,0,0,1588,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",1999,"RFn",2,472,"TA","TA","Y",158,29,0,0,0,0,0,8,2006,"WD","Normal",214000,12.273731294004,"Media","Mediana",2,7,11116,"cara"
99,30,"RL",85,10625,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","BrkTil","TA","TA","No","ALQ",108,"Unf",0,350,458,"GasA","Fa","N","SBrkr",835,0,0,835,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Basment",1920,"Unf",1,366,"Fa","TA","Y",0,0,77,0,0,0,400,5,2010,"COD","Abnorml",83000,11.3265958867787,"Media","Pequeña",3,90,4175,"barata"
101,20,"RL",69,10603,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,7,1977,2001,"Gable","CompShg","Plywood","Plywood","BrkFace",28,"TA","TA","PConc","TA","TA","Mn","ALQ",1200,"Unf",0,410,1610,"GasA","Gd","Y","SBrkr",1610,0,0,1610,1,0,2,0,3,1,"Gd",6,"Typ",2,"TA","Attchd",1977,"RFn",2,480,"TA","TA","Y",168,68,0,0,0,0,0,2,2010,"WD","Normal",205000,12.2307652581205,"Media","Mediana",2,33,9660,"cara"
103,90,"RL",64,7018,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","Fa","Slab","None","None",NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1535,0,0,1535,0,0,2,0,4,2,"TA",8,"Typ",0,"None","Attchd",1979,"Unf",2,410,"TA","TA","Y",0,0,0,0,0,0,0,6,2009,"WD","Alloca",118964,11.6865762053166,"Media","Mediana",3,30,7675,"barata"
104,20,"RL",94,10402,"Pave","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1226,1226,"GasA","Ex","Y","SBrkr",1226,0,0,1226,0,0,2,0,3,1,"Gd",6,"Typ",0,"None","Attchd",2009,"RFn",3,740,"TA","TA","Y",0,36,0,0,0,0,0,5,2010,"WD","Normal",198900,12.2005574648421,"Media","Mediana",2,1,8582,"cara"
106,60,"FV",75,9375,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",8,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",768,"Gd","TA","PConc","Ex","TA","No","Unf",0,"Unf",0,1053,1053,"GasA","Ex","Y","SBrkr",1053,939,0,1992,0,0,2,1,3,1,"Gd",9,"Typ",1,"Gd","Attchd",2003,"RFn",2,648,"TA","TA","Y",140,45,0,0,0,0,0,8,2008,"WD","Normal",250000,12.4292161968444,"Alta","Mediana",2,5,15936,"cara"
107,30,"RM",60,10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",4,7,1885,1995,"Mansard","CompShg","VinylSd","VinylSd","None",0,"TA","TA","BrkTil","Fa","TA","No","Unf",0,"Unf",0,641,641,"GasA","Gd","Y","SBrkr",1047,0,0,1047,0,0,1,0,2,1,"TA",6,"Typ",0,"None","Detchd",1954,"Unf",1,273,"Fa","Fa","N",0,0,0,0,0,0,450,8,2007,"WD","Normal",1e+05,11.5129254649702,"Baja","Mediana",3,122,4188,"barata"
108,20,"RM",50,6000,"Pave","Reg","Lvl","AllPub","Inside","Gtl","OldTown","Norm","Norm","1Fam","1Story",5,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",104,"BLQ",169,516,789,"GasA","Ex","Y","SBrkr",789,0,0,789,0,0,1,0,2,1,"TA",5,"Typ",0,"None","Detchd",1948,"Unf",1,250,"TA","TA","Y",0,0,0,0,0,0,0,4,2008,"WD","Partial",115000,11.6526874073454,"Media","Pequeña",3,60,3945,"barata"
109,50,"RM",85,8500,"Pave","Reg","Lvl","AllPub","Corner","Gtl","IDOTRR","Artery","Norm","1Fam","1.5Fin",5,7,1919,2005,"Gable","CompShg","CemntBd","CmentBd","None",0,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,793,793,"GasW","TA","N","FuseF",997,520,0,1517,0,0,2,0,3,1,"Fa",7,"Typ",0,"None","None",NA,NA,0,0,NA,NA,"N",0,0,144,0,0,0,0,8,2007,"WD","Normal",115000,11.6526874073454,"Media","Mediana",3,88,7585,"barata"
110,20,"RL",105,11751,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",6,6,1977,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",480,"TA","TA","CBlock","Gd","TA","No","BLQ",705,"Unf",0,1139,1844,"GasA","Ex","Y","SBrkr",1844,0,0,1844,0,0,2,0,3,1,"TA",7,"Typ",1,"TA","Attchd",1977,"RFn",2,546,"TA","TA","Y",0,122,0,0,0,0,0,1,2010,"COD","Normal",190000,12.1547793511426,"Media","Mediana",1,33,11064,"media"
111,50,"RL",75,9525,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",6,4,1954,1972,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","Fa","No","Rec",444,"Unf",0,550,994,"GasA","Gd","Y","SBrkr",1216,639,0,1855,0,0,2,0,4,1,"TA",7,"Typ",0,"None","Attchd",1954,"Unf",1,325,"TA","TA","Y",182,0,0,0,0,0,0,10,2006,"WD","Normal",136900,11.8270060112765,"Media","Mediana",2,52,11130,"barata"
114,20,"RL",69,21000,"Pave","Reg","Bnk","AllPub","Corner","Gtl","Crawfor","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",184,"TA","Gd","CBlock","Gd","TA","Mn","ALQ",35,"Rec",869,905,1809,"GasA","TA","Y","SBrkr",2259,0,0,2259,1,0,2,0,3,1,"Gd",7,"Typ",2,"Gd","Basment",1953,"Unf",2,450,"TA","TA","Y",166,120,192,0,0,0,0,10,2007,"COD","Abnorml",217000,12.2876526325226,"Media","Grande",1,54,13554,"cara"
115,70,"RL",61,7259,"Pave","IR1","Lvl","AllPub","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",6,8,1945,2002,"Gambrel","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","TA","TA","No","ALQ",774,"LwQ",150,104,1028,"GasA","Ex","Y","SBrkr",1436,884,0,2320,1,0,2,1,3,1,"Gd",9,"Typ",1,"TA","Detchd",1945,"Unf",1,180,"TA","TA","Y",224,0,0,0,0,0,0,7,2007,"WD","Normal",259500,12.4665119815881,"Media","Grande",2,62,13920,"cara"
117,20,"RL",69,11616,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1962,1962,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",116,"TA","TA","CBlock","TA","TA","No","LwQ",170,"BLQ",670,252,1092,"GasA","TA","Y","SBrkr",1092,0,0,1092,0,1,1,0,3,1,"TA",6,"Typ",1,"Po","Attchd",1962,"Unf",1,288,"TA","TA","Y",0,20,144,0,0,0,0,9,2009,"WD","Normal",139000,11.8422292121128,"Media","Mediana",3,47,5460,"barata"
118,20,"RL",74,8536,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,1125,1125,"GasA","Gd","Y","SBrkr",1125,0,0,1125,0,0,1,1,2,1,"TA",5,"Typ",0,"None","Attchd",2007,"Unf",2,430,"TA","TA","Y",80,64,0,0,0,0,0,4,2007,"New","Partial",155000,11.9511803959014,"Media","Mediana",2,1,5625,"media"
119,60,"RL",90,12376,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1990,1990,"Hip","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",1470,"Unf",0,203,1673,"GasA","Gd","Y","SBrkr",1699,1523,0,3222,1,0,3,0,5,1,"Gd",11,"Typ",2,"TA","Attchd",1990,"Unf",3,594,"TA","TA","Y",367,0,0,0,0,0,0,5,2010,"WD","Normal",320000,12.6760762747759,"Media","Grande",1,20,22554,"cara"
122,50,"RM",50,6060,"Pave","Reg","Lvl","AllPub","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",4,5,1939,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,732,732,"GasA","Gd","Y","SBrkr",772,351,0,1123,0,0,1,0,3,1,"TA",4,"Typ",0,"None","Detchd",1979,"Unf",1,264,"TA","TA","P",0,0,140,0,0,0,0,6,2007,"WD","Normal",1e+05,11.5129254649702,"Baja","Mediana",3,68,4492,"barata"
123,20,"RL",75,9464,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,7,1958,1958,"Hip","CompShg","MetalSd","MetalSd","BrkFace",135,"TA","Gd","CBlock","TA","TA","No","BLQ",570,"Unf",0,510,1080,"GasA","Gd","Y","SBrkr",1080,0,0,1080,0,0,1,0,3,1,"TA",5,"Typ",0,"None","Attchd",1958,"Unf",1,288,"TA","TA","Y",0,0,0,0,130,0,0,6,2008,"WD","Normal",136000,11.8204101647182,"Media","Mediana",3,50,6480,"barata"
124,120,"RL",55,7892,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","TwnhsE","1Story",6,5,1993,1993,"Gable","CompShg","Plywood","Plywood","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",300,"Unf",0,899,1199,"GasA","Ex","Y","SBrkr",1199,0,0,1199,0,0,2,0,2,1,"Gd",5,"Typ",0,"None","Attchd",1993,"RFn",2,530,"TA","TA","Y",0,63,0,0,0,0,0,3,2008,"WD","Normal",153900,11.944058319827,"Media","Mediana",2,15,7194,"media"
127,120,"RL",69,4928,"Pave","IR1","Lvl","AllPub","Inside","Gtl","NPkVill","Norm","Norm","TwnhsE","1Story",6,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","Gd","TA","No","ALQ",120,"Unf",0,958,1078,"GasA","TA","Y","SBrkr",958,0,0,958,0,0,2,0,2,1,"TA",5,"Typ",1,"TA","Attchd",1977,"RFn",2,440,"TA","TA","Y",0,205,0,0,0,0,0,2,2007,"WD","Normal",128000,11.7597855429018,"Media","Pequeña",2,31,5748,"barata"
128,45,"RM",55,4388,"Pave","IR1","Bnk","AllPub","Inside","Gtl","OldTown","Feedr","Norm","1Fam","1.5Unf",5,7,1930,1950,"Gable","CompShg","WdShing","Wd Sdng","None",0,"TA","Gd","BrkTil","TA","TA","No","LwQ",116,"Unf",0,556,672,"GasA","Ex","Y","SBrkr",840,0,0,840,0,0,1,0,3,1,"TA",5,"Typ",1,"TA","None",NA,NA,0,0,NA,NA,"N",0,0,0,0,0,0,0,6,2007,"WD","Normal",87000,11.3736633976367,"Media","Pequeña",3,77,4200,"barata"
129,60,"RL",69,7590,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story",6,5,1966,1966,"Gable","CompShg","VinylSd","VinylSd","BrkFace",266,"TA","TA","CBlock","TA","TA","No","BLQ",512,"Unf",0,148,660,"GasA","TA","Y","SBrkr",660,688,0,1348,0,0,1,1,3,1,"TA",6,"Typ",1,"Fa","Attchd",1966,"RFn",2,453,"TA","TA","Y",188,108,0,0,0,0,0,7,2006,"WD","Normal",155000,11.9511803959014,"Media","Mediana",2,40,8088,"media"
130,20,"RL",69,8973,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1958,1991,"Gable","CompShg","Plywood","Plywood","BrkFace",85,"TA","TA","CBlock","TA","TA","No","Rec",567,"BLQ",28,413,1008,"GasA","TA","Y","FuseA",1053,0,0,1053,0,1,1,1,3,1,"Ex",6,"Typ",0,"None","2Types",1998,"RFn",2,750,"TA","TA","Y",0,80,0,180,0,0,0,7,2006,"WD","Abnorml",150000,11.9183905730784,"Media","Mediana",2,48,5265,"media"
131,60,"RL",88,14200,"Pave","Reg","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","2Story",7,6,1966,1966,"Gable","CompShg","MetalSd","MetalSd","BrkFace",309,"TA","TA","CBlock","TA","TA","No","Rec",445,"Unf",0,479,924,"GasA","Ex","Y","SBrkr",1216,941,0,2157,0,0,2,1,4,1,"Gd",8,"Typ",2,"Gd","Attchd",1966,"Fin",2,487,"TA","TA","Y",105,66,0,0,0,0,0,5,2006,"WD","Normal",226000,12.3282902782544,"Media","Grande",2,40,15099,"cara"
134,20,"RL",69,6853,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Timber","Norm","Norm","1Fam","1Story",8,5,2001,2002,"Gable","CompShg","VinylSd","VinylSd","BrkFace",136,"Gd","TA","PConc","Ex","TA","No","GLQ",1005,"Unf",0,262,1267,"GasA","Ex","Y","SBrkr",1296,0,0,1296,1,0,2,0,2,1,"Gd",6,"Typ",0,"None","Attchd",2001,"Fin",2,471,"TA","TA","Y",192,25,0,0,0,0,0,6,2009,"WD","Normal",220000,12.3013828253345,"Alta","Mediana",2,8,10368,"cara"
135,20,"RL",78,10335,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1968,1993,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","CBlock","TA","TA","No","Rec",570,"Unf",0,891,1461,"GasA","Gd","Y","SBrkr",1721,0,0,1721,0,0,2,1,3,1,"TA",7,"Min1",1,"TA","Attchd",1968,"RFn",2,440,"TA","TA","Y",0,96,180,0,0,0,0,7,2006,"WD","Normal",180000,12.1007121298723,"Media","Mediana",2,38,8605,"media"
136,20,"RL",80,10400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1970,1970,"Hip","CompShg","Plywood","Plywood","BrkFace",288,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,1304,1304,"GasA","Gd","Y","SBrkr",1682,0,0,1682,0,0,2,0,3,1,"TA",7,"Typ",1,"Gd","Attchd",1970,"Unf",2,530,"TA","TA","Y",98,0,0,0,0,0,0,5,2008,"WD","Normal",174000,12.0668105781967,"Media","Mediana",2,38,11774,"media"
137,20,"RL",69,10355,"Pave","IR1","Lvl","AllPub","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1967,1967,"Gable","CompShg","MetalSd","MetalSd","BrkFace",196,"TA","TA","CBlock","TA","TA","No","BLQ",695,"Unf",0,519,1214,"GasA","TA","Y","SBrkr",1214,0,0,1214,0,0,2,0,3,1,"TA",5,"Typ",1,"Fa","Attchd",1967,"RFn",1,318,"TA","TA","Y",0,111,0,0,0,0,0,7,2007,"WD","Normal",143000,11.870599909242,"Media","Mediana",3,40,6070,"media"
138,90,"RL",82,11070,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Mitchel","Norm","Norm","Duplex","1Story",7,5,1988,1989,"Gable","CompShg","VinylSd","VinylSd","BrkFace",70,"TA","TA","CBlock","TA","TA","No","Unf",0,"Unf",0,1907,1907,"GasA","Gd","Y","SBrkr",1959,0,0,1959,0,0,3,0,5,2,"TA",9,"Typ",0,"None","2Types",1989,"Unf",3,766,"TA","TA","Y",0,0,0,0,0,0,0,7,2006,"WD","Family",171000,12.0494188354848,"Media","Mediana",1,18,13713,"media"
